"Brand","Store Number","Store Name","Ownership Type","Street Address","City","State/Province","Country","Postcode","Phone Number","Timezone","Longitude","Latitude"
"Starbucks","7642-32719","Franklin Avenue, Franklin Square","Company Owned","640 Franklin Avenue","Franklin Square","NY","US","110101108","516-256-5668","GMT-05:00 America/New_York",-73.69,40.69
"Starbucks","75353-102275","SUNY/Fredonia-Cranston Hall","Licensed","Old Main Drive, SUNY Fredonia - University Commons","Fredonia","NY","US","140630286","716-673-3417","GMT-05:00 America/New_York",-79.34,42.45
"Starbucks","47676-259007","Target Freeport T-3236","Licensed","248 SUNRISE HWY","FREEPORT","NY","US","11520","516-544-6771","GMT-05:00 America/New_York",-73.59,40.66
"Starbucks","7296-1042","188th Street & 64th Ave","Company Owned","61-51 188th Street","Fresh Meadows","NY","US","113652712","(718) 264-0658","GMT-05:00 America/New_York",-73.79,40.74
"Starbucks","7627-20460","Village of Garden City","Company Owned","184 7th St","Garden City","NY","US","115305725","516-741-8295","GMT-05:00 America/New_York",-73.63,40.73
"Starbucks","18012-182204","Westbury Gallery","Company Owned","914 Old Country Road, Roosevelt Field","Garden City","NY","US","11530","5162220714","GMT-05:00 America/New_York",-73.61,40.74
"Teavana","28429-249732","Teavana - Roosevelt Field","Company Owned","630 OLD COUNTRY RD., #1077, Roosevelt Field Mall","Garden City","NY","US","11530","516-248-1276","GMT-05:00 America/New_York",-73.62,40.74
"Starbucks","7746-54939","Roosevelt Field Mall-Lower Level","Company Owned","630 Old Country Rd, Stewart Square","Garden City","NY","US","115303401","(516) 294-9817","GMT-05:00 America/New_York",-73.61,40.74
"Starbucks","14770-132264","Garden City, Stewart Avenue","Company Owned","581 Stewart Avenue","Garden City","NY","US","115304724","516-683-1537","GMT-05:00 America/New_York",-73.61,40.73
"Starbucks","13154-146884","SUNY Geneseo MacVittle College Unio","Licensed","1 College Circle","Geneseo","NY","US","144541401","15852455028","GMT-05:00 America/New_York",-77.82,42.8
"Starbucks","832-2026","Glen Cove","Company Owned","5 School Street","Glen Cove","NY","US","115422540","516-759-5898","GMT-05:00 America/New_York",-73.63,40.87
"Starbucks","10514-101367","Sea Cliff, Glen Cove Ave","Company Owned","202 Glen Cove Ave, Suite A","Glen Cove","NY","US","115424189","516-759-0853","GMT-05:00 America/New_York",-73.63,40.85
"Starbucks","11812-106572","Shops at Atlas Park","Company Owned","8000 Cooper Avenue","Glendale","NY","US","113857734","718-416-1521","GMT-05:00 America/New_York",-73.87,40.71
"Starbucks","24895-234264","Price Chopper - Glenmont #196","Licensed","329 Glenmont Rd","Glenmont","NY","US","12077","518-433-4700","GMT-05:00 America/New_York",-73.79,42.6
"Starbucks","18117-171969","Target Glenville T-2805","Licensed","204 Saratoga Rd","Glenville","NY","US","12302","518-387-3311","GMT-05:00 America/New_York",-73.93,42.87
"Starbucks","7464-6466","55 Northern Blvd","Company Owned","55 Northern Boulevard","Great Neck","NY","US","110214027","516-498-9585","GMT-05:00 America/New_York",-73.73,40.77
"Starbucks","884-203464","Great Neck - The Gardens","Company Owned","6 Great Neck Road","Great Neck","NY","US","11021","516 4874944","GMT-05:00 America/New_York",-73.73,40.79
"Starbucks","13451-106956","Center Place Drive","Company Owned","100 Center Place Drive, Erie Canal Commons","Greece","NY","US","146154011","585-865-6960","GMT-05:00 America/New_York",-77.67,43.21
"Starbucks","9960-98404","South Greece, Long Pond & Ridgeway","Company Owned","2590 Ridgeway Avenue","Greece","NY","US","146264116","585-723-6050","GMT-05:00 America/New_York",-77.7,43.19
"Starbucks","7331-918","Wheatly Plaza-Greenvale","Company Owned","132 Wheatley Plaza, Hamilton Square","Greenvale","NY","US","115481316","(516) 484-9146","GMT-05:00 America/New_York",-73.63,40.81
"Starbucks","19998-178064","Guilderland, NY","Company Owned","2080 Western Ave., Hampton Bays Town Center","Guilderland","NY","US","12084","5184520474","GMT-05:00 America/New_York",-73.89,42.7
"Starbucks","7718-59500","Hampton Bays","Company Owned","24 Montauk Highway, New Baltimore Travel Plaza","Hampton Bays","NY","US","11946","6317287530","GMT-05:00 America/New_York",-72.52,40.88
"Starbucks","72431-5059","New Baltimore Travel Plaza","Licensed","Mile Marker 127 South-NY State Thruway, Metro North Hartsdale Station","Hannacroix","NY","US","12087","518-756-3000","GMT-05:00 America/New_York",-73.9,42.41
"Starbucks","7431-999","Hartsdale Train Station","Company Owned","223 E Hartsdale Ave","Hartsdale","NY","US","105303502","914-722-2720","GMT-05:00 America/New_York",-73.8,41.01
"Starbucks","27437-247551","Hartsdale, South Central Ave","Company Owned","46 South Central Avenue","Hartsdale","NY","US","10530","9143648437","GMT-05:00 America/New_York",-73.8,41.02
"Starbucks","75887-103951","NY Ardsley Travel Plaza","Licensed","mile post 6N NY Thru way","Hastings on Hudson","NY","US","10706","914-478-7681","GMT-05:00 America/New_York",-73.87,40.99
"Starbucks","7813-74601","Hauppauge - Route 111","Company Owned","513 Route 111","Hauppauge","NY","US","11788","631-724-0928","GMT-05:00 America/New_York",-73.2,40.83
"Starbucks","7360-1050","Henrietta Plaza","Company Owned","1100 Jefferson Road","Henrietta","NY","US","146233135","585-424-2190","GMT-05:00 America/New_York",-77.61,43.09
"Starbucks","28870-251724","Henrietta, Market Square","Company Owned","620 Jefferson Road","Henrietta","NY","US","14623","5854693740","GMT-05:00 America/New_York",-77.63,43.09
"Starbucks","7395-1208","Hewlett","Company Owned","1344 Broadway","Hewlett","NY","US","115571356","(516) 295-3330","GMT-05:00 America/New_York",-73.7,40.64
"Starbucks","14784-131067","Hicksville","Company Owned","180 W Old Country Road","Hicksville","NY","US","11801","516-822-2035","GMT-05:00 America/New_York",-73.53,40.76
"Starbucks","76284-90419","Target Hicksville T-1855","Licensed","358 Broadway Mall","Hicksville","NY","US","118012709","516-806-2096","GMT-05:00 America/New_York",-73.53,40.77
"Starbucks","7492-8546","157-41 Cross Bay Blvd.","Company Owned","157-41 Cross Bay Blvd.","Howard Beach","NY","US","114142748","718-641-9332","GMT-05:00 America/New_York",-73.84,40.66
"Starbucks","855-2052","Huntington","Company Owned","1 Wall Street","Huntington","NY","US","117432046","631-421-3459","GMT-05:00 America/New_York",-73.43,40.87
"Starbucks","20765-207753","Target Huntington T-2844","Licensed","124 E Jericho Turnpike","Huntington","NY","US","11746","631-760-3271","GMT-05:00 America/New_York",-73.41,40.83
"Starbucks","7722-194184","Walt Whitman Mall, LI","Company Owned","160 Walt Whitman Road, tbd, Walt Whitman","Huntington Station","NY","US","117464130","6314231392","GMT-05:00 America/New_York",-73.41,40.82
"Teavana","28603-249863","Teavana - Walt Whitman","Company Owned","160 Walt Whitman Rd., #1017","Huntington Station","NY","US","11746","631-423-3787","GMT-05:00 America/New_York",-73.41,40.83
"Starbucks","76676-104742","Target - Irondequoit T-2211","Licensed","50 Medley Centre Pkwy","Irondequoit","NY","US","146222466","585-797-0089","GMT-05:00 America/New_York",-77.58,43.2
"Starbucks","8840-95307","Island Park","Company Owned","4507 Austin Blvd","Island Park","NY","US","115582228","516-432-0416","GMT-05:00 America/New_York",-73.65,40.6
"Starbucks","23737-231984","Islandia, NY","Company Owned","3701 Expressway Drive N","Islandia","NY","US","11749","6315533706","GMT-05:00 America/New_York",-73.16,40.81
"Starbucks","7651-39320","Islip Village","Company Owned","455 Main St, Seneca Place on The Commons","Islip","NY","US","117513536","6315814273","GMT-05:00 America/New_York",-73.21,40.73
"Starbucks","10395-100795","Ithaca on The Commons","Company Owned","130 E. Seneca Street","Ithaca","NY","US","148504356","607-256-0452","GMT-05:00 America/New_York",-76.5,42.44
"Starbucks","16922-176606","Target Ithaca T-1508","Licensed","40 Catherwood Rd","Ithaca","NY","US","148501056","607-257-3387","GMT-05:00 America/New_York",-76.49,42.48
"Starbucks","11932-106159","College Avenue, Ithaca","Company Owned","402 College Avenue, Suite 402","Ithaca","NY","US","148506708","607-256-0231","GMT-05:00 America/New_York",-76.49,42.44
"Starbucks","14317-120366","78-25 37th Avenue","Company Owned","78-25 37th Avenue","Jackson Heights","NY","US","113726641","718-457-0875","GMT-05:00 America/New_York",-73.89,40.75
"Starbucks","75803-97897","JFK - T8 American Air","Licensed","51 W. Courtyard","Jamaica","NY","US","11430","","GMT-05:00 America/New_York",-73.79,40.65
"Starbucks","70026-105310","JFK T7 Gate 7","Licensed","NY JFK International Airport, Terminal 7, Gate 7","Jamaica","NY","US","11430","718-425-5679","GMT-05:00 America/New_York",-73.78,40.65
"Starbucks","3928-138154","St. John's University - Queens","Licensed","8000 Utopia Pkwy","Jamaica","NY","US","11432","718-990-1716","GMT-05:00 America/New_York",-73.8,40.72
"Starbucks","75953-105307","JFK T1 pre security food court","Licensed","NY JFK INternational Airport","jamaica","NY","US","11430","718-656-8610","GMT-05:00 America/New_York",-73.79,40.64
"Starbucks","70059-105309","JFK T7 Pre Security Ticketing","Licensed","JFK Airport Terminal 7 British Airways","Jamaica","NY","US","11430","718-656-8010","GMT-05:00 America/New_York",-73.78,40.65
"Starbucks","25116-238021","JFK - T1 Evenings","Licensed","HMS Host - Terminal one JFK Airport Buil","Jamaica","NY","US","11430","718-751-2892","GMT-05:00 America/New_York",-73.79,40.64
"Starbucks","21389-212725","JFK T5 Gate 22","Licensed","JFK International Airport","Jamaica","NY","US","11430","718-917-0436","GMT-05:00 America/New_York",-73.79,40.64
"Starbucks","25685-242005","89th Ave & Sutphin Blvd.","Company Owned","8900 Sutphin Blvd.","Jamaica","NY","US","11435","3472331463","GMT-05:00 America/New_York",-73.81,40.7
"Starbucks","18646-191304","JFK T8 North","Licensed","JFK Airport","Jamaica","NY","US","11430","718-553-2151","GMT-05:00 America/New_York",-73.79,40.64
"Starbucks","2953-93286","Jamestown","Company Owned","944 Fairmount Avenue","Jamestown","NY","US","147012453","716-664-0967","GMT-05:00 America/New_York",-79.29,42.1
"Starbucks","7235-643","Jericho","Company Owned","475 North Broadway","Jericho","NY","US","117532106","(516) 433-4611","GMT-05:00 America/New_York",-73.53,40.79
"Starbucks","11933-106885","118-24 Queens Blvd","Company Owned","118-24 Queens Blvd","Kew Gardens","NY","US","11415","718 261-4246","GMT-05:00 America/New_York",-73.83,40.71
"Starbucks","10515-100690","Kingston, Massa Drive","Company Owned","39 Massa Drive","Kingston","NY","US","124018107","845-336-5304","GMT-05:00 America/New_York",-73.99,41.96
"Starbucks","17280-171968","Target Kingston T-1318","Licensed","1300 Ulster Ave, Smith Haven Mall","Kingston","NY","US","124011501","","GMT-05:00 America/New_York",-73.99,41.97
"Starbucks","10046-98654","Smith Haven Mall","Company Owned","528 Smith Haven Mall, Smith Haven","Lake Grove","NY","US","117551206","631-863-2061","GMT-05:00 America/New_York",-73.13,40.87
"Teavana","28633-250019","Teavana - Smith Haven","Company Owned","313 Smith Haven Mall, #C-12","Lake Grove","NY","US","11755","631-724-3059","GMT-05:00 America/New_York",-73.13,40.86
"Starbucks","11065-103520","Lake Placid, Main St","Company Owned","2490 Main St.","Lake Placid","NY","US","12946","5185231437","GMT-05:00 America/New_York",-73.99,44.29
"Starbucks","22882-217327","Lancaster, Regal Center","Company Owned","6707 Transit Rd., 100","Lancaster","NY","US","14221","7166321729","GMT-05:00 America/New_York",-78.7,42.95
"Starbucks","7278-601","Larchmont","Company Owned","1929 Palmer Avenue, A2","Larchmont","NY","US","105382403","(914) 834-6863","GMT-05:00 America/New_York",-73.76,40.93
"Starbucks","7390-1054","Newton Plaza, Loudonville","Company Owned","594 New Loudon Road","Latham","NY","US","121104025","(518) 783-4544","GMT-05:00 America/New_York",-73.76,42.73
"Starbucks","23901-233644","Latham Plaza","Company Owned","1210 Troy Schenectady Road","Latham","NY","US","12110","518 7647116","GMT-05:00 America/New_York",-73.82,42.77
"Starbucks","21681-172907","Price Chopper #138-Latham, NY","Licensed","873 New Loudon Rd","Latham","NY","US","121102150","518-782-0441","GMT-05:00 America/New_York",-73.76,42.75
"Starbucks","76286-90379","Target Latham T-1915","Licensed","675 Troy Schenectady Rd","Latham","NY","US","121102493","518-782-0348","GMT-05:00 America/New_York",-73.77,42.76
"Starbucks","13452-106976","549 Troy-Schenectady Rd","Company Owned","549 Troy-Schenectady Road","Latham","NY","US","121102811","518-783-0568","GMT-05:00 America/New_York",-73.76,42.75
"Starbucks","9308-96185","Levittown - Hempstead Tpke.","Company Owned","3240 Hempstead Tpke","Levittown","NY","US","117561345","5165200973","GMT-05:00 America/New_York",-73.52,40.73
"Starbucks","18569-180188","Levittown 2 - Hempstead Tpke","Company Owned","2693 Hempstead Tpke","Levittown","NY","US","11756","5167965609","GMT-05:00 America/New_York",-73.54,40.72
"Starbucks","15619-162724","Target Levittown T-1264","Licensed","3850 Hempstead Tpke","Levittown","NY","US","117561303","516-731-9392","GMT-05:00 America/New_York",-73.5,40.73
"Starbucks","75889-103955","NY Indian Castle Travel Plaza","Licensed","Rd #3, Rt 5S, Mile Post 210E","Little falls","NY","US","13365","315-823-4350","GMT-05:00 America/New_York",-74.85,43.05
"Starbucks","14240-112064","254-41 Horace Harding Expressway","Company Owned","254-41 Horace Harding Expressway, Rt. 57 Retail Center","Little Neck","NY","US","113621816","718-428-2489","GMT-05:00 America/New_York",-73.73,40.76
"Starbucks","7583-21762","Clay","Company Owned","7567 Oswego Rd","Liverpool","NY","US","130902960","3156228932","GMT-05:00 America/New_York",-76.23,43.14
"Starbucks","73937-135227","Stop & Shop - Long Beach #2582","Licensed","85 E Park Ave","Long Beach","NY","US","11561","516-432-9077","GMT-05:00 America/New_York",-73.66,40.58
"Starbucks","7425-1903","Long Beach","Company Owned","101 West Park Avenue","Long Beach","NY","US","115613322","516-670-9182","GMT-05:00 America/New_York",-73.67,40.59
"Starbucks","22983-224625","Price Chopper - Loudonville #188","Licensed","475 Albany-Shaker Rd","Loudonville","NY","US","12211","518-459-8720","GMT-05:00 America/New_York",-73.78,42.71
"Starbucks","7413-1713","Lynbrook","Company Owned","659 Sunrise Highway","Lynbrook","NY","US","115633246","(516) 599-4809","GMT-05:00 America/New_York",-73.68,40.66
"Starbucks","21639-208889","Price Chopper Malta # 184","Licensed","1 Kendall Way","Malta","NY","US","12020","518-899-3007","GMT-05:00 America/New_York",-73.79,42.97
"Starbucks","7520-3047","Mamaroneck","Company Owned","1030 West Boston Post Rd","Mamaroneck","NY","US","105433328","914-698-4818","GMT-05:00 America/New_York",-73.74,40.94
"Starbucks","17216-155505","Macy's-Manhasset #5","Licensed","1100 Northern Blvd","Manhasset","NY","US","110303024","516-869-2290","GMT-05:00 America/New_York",-73.7,40.79
"Starbucks","7246-553","Manhasset","Company Owned","375 Plandome Road, Arts & Music","Manhasset","NY","US","110301940","(516) 869-9608","GMT-05:00 America/New_York",-73.7,40.8
"Starbucks","29173-252811","66th and Amsterdam","Company Owned","141 Amsterdam, none","Manhattan","NY","US","10023","6462768254","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","7861-83522","Manorville","Company Owned","485 CR-111","Manorville","NY","US","11949","6313958097","GMT-05:00 America/New_York",-72.8,40.87
"Starbucks","7307-1088","Massapequa Village Square","Company Owned","4301 Merrick Road, Sunrise Mall","Massapequa","NY","US","117586018","(516) 797-8691","GMT-05:00 America/New_York",-73.47,40.67
"Starbucks","14217-117928","Sunrise Mall","Company Owned","9165 Sunrise Mall","Massapequa","NY","US","117584370","516-798-0636","GMT-05:00 America/New_York",-73.43,40.68
"Starbucks","13718-107982","Mattituck","Company Owned","10095 Main Road","Mattituck","NY","US","119521529","6312984563","GMT-05:00 America/New_York",-72.54,40.99
"Starbucks","9922-98932","Medford, Route 112","Company Owned","2717 Route 112","Medford","NY","US","117632560","631-207-1480","GMT-05:00 America/New_York",-73,40.82
"Starbucks","76412-95718","Target Medford T-1948","Licensed","2975 Horseblock Rd","Medford","NY","US","117632526","631-286-0287","GMT-05:00 America/New_York",-72.99,40.82
"Starbucks","79377-97521","Stop & Shop-Medford #583","Licensed","700-60 Patchogue Yaphank Rd","Medford","NY","US","117632239","631-345-0250","GMT-05:00 America/New_York",-72.96,40.81
"Starbucks","7576-18559","Melville","Company Owned","64 Broad Hollow Road","Melville","NY","US","117472504","631-692-0392","GMT-05:00 America/New_York",-73.42,40.79
"Starbucks","21980-216607","North Melville","Company Owned","488 Walt Whitman Rd, LaBoutique","Melville","NY","US","11747","5164062832","GMT-05:00 America/New_York",-73.41,40.81
"Starbucks","7302-555","Merrick","Company Owned","2015 Merrick Road","Merrick","NY","US","115664644","(516) 379-7467","GMT-05:00 America/New_York",-73.55,40.66
"Starbucks","19917-202867","Target Middletown T-1296","Licensed","1 N Galleria Dr, Orange Plaza","Middletown","NY","US","10941","845-692-3700","GMT-05:00 America/New_York",-74.37,41.45
"Starbucks","13454-106336","Middletown, Orange Plaza","Company Owned","51 Orange Plaza Lane, Miller Place Shopping Center","Middletown","NY","US","109402254","845-343-0747","GMT-05:00 America/New_York",-74.38,41.45
"Starbucks","7844-81481","Miller Place","Company Owned","385 Route 25 A, 14","Miller Place","NY","US","117642525","631-331-0405","GMT-05:00 America/New_York",-72.99,40.94
"Starbucks","76491-97547","Target Monroe T-2024","Licensed","128 Bailey Farm Rd","Monroe","NY","US","109504952","845-783-5686","GMT-05:00 America/New_York",-74.15,41.32
"Starbucks","814-2012","Mt. Kisco","Company Owned","41 South Moger Avenue","Mount Kisco","NY","US","105492219","914-666-0248","GMT-05:00 America/New_York",-73.73,41.21
"Starbucks","76285-90998","Target Mt Vernon T-1887","Licensed","600 Garden Ave","Mount Vernon","NY","US","105504747","","GMT-05:00 America/New_York",-73.82,40.9
"Starbucks","76318-95721","Target Mt Kisco T-1954","Licensed","195A N Bedford Rd","Mt Kisco","NY","US","105491149","914-602-0004","GMT-05:00 America/New_York",-73.72,41.22
"Starbucks","11369-104643","Nanuet","Company Owned","126 West Rockland Plaza, Shops at Nanuet","Nanuet","NY","US","109542210","845-624-2085","GMT-05:00 America/New_York",-74.01,41.1
"Teavana","28470-250137","Teavana - Shops at Nanuet","Company Owned","8127 Fashion Dr.","Nanuet","NY","US","10954","845-623-1635","GMT-05:00 America/New_York",-74.01,41.1
"Starbucks","22187-214245","Simon Properties - The Shops at Nan","Licensed","1131 Fashion Dr","Nanuet","NY","US","10954","845-624-9410","GMT-05:00 America/New_York",-74.02,41.1
"Starbucks","14795-112405","Nesconset, Smithtown Blvd.","Company Owned","465 Smithtown Blvd.","Nesconset","NY","US","117672421","631-979-3093","GMT-05:00 America/New_York",-73.15,40.83
"Starbucks","14785-128844","New City","Company Owned","83 South Main","New City","NY","US","109563511","845-639-5304","GMT-05:00 America/New_York",-73.99,41.14
"Starbucks","7592-14132","New Hyde Park","Company Owned","1596 Union Turnpike","New Hyde Park","NY","US","110401762","718-831-1323","GMT-05:00 America/New_York",-73.69,40.75
"Starbucks","79421-96640","Stop & Shop-New Hyde Park #570","Licensed","653 Hillside Ave","New Hyde Park","NY","US","110402512","516-616-9170","GMT-05:00 America/New_York",-73.7,40.74
"Starbucks","7499-6006","New Paltz","Company Owned","1 Plattekill Avenue","New Paltz","NY","US","125611918","845-256-9815","GMT-05:00 America/New_York",-74.09,41.75
"Starbucks","25851-231664","SUNY New Paltz Parker Theatre","Licensed","1 Hawk Dr","New Paltz","NY","US","12561","8452572540","GMT-05:00 America/New_York",-74.09,41.75
"Starbucks","73950-96652","Stop & Shop-New Rochelle #529","Licensed","2425 Palmer Ave","New Rochelle","NY","US","108014400","914-632-7084","GMT-05:00 America/New_York",-73.77,40.92
"Starbucks","7209-548","Wykagyl","Company Owned","1278-80 North Avenue","New Rochelle","NY","US","108042603","914-654-8651","GMT-05:00 America/New_York",-73.8,40.95
"Starbucks","23930-227526","Iona College - Student Union","Licensed","715 North Ave","New Rochelle","NY","US","10801","914-633-4947","GMT-05:00 America/New_York",-73.79,40.93
"Starbucks","818-227125","80th & Second","Company Owned","245 East 80th St","New York","NY","US","10075","2124727972","GMT-05:00 America/New_York",-73.95,40.77
"Starbucks","14318-119964","Nassau & Fulton","Company Owned","130 Fulton Street","New York","NY","US","100382504","212-962-0439","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7670-36979","49th & 8th","Company Owned","825 Eighth Avenue, W-9","New York","NY","US","100197416","212 307 1421","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","7626-33939","Spring and Varick","Company Owned","150 Varick Street, The Lyric Building","New York","NY","US","100131218","646-230-9816","GMT-05:00 America/New_York",-74.01,40.73
"Starbucks","7699-45959","95th & Broadway","Company Owned","2521 Broadway","New York","NY","US","100256924","(212) 316-0374","GMT-05:00 America/New_York",-73.97,40.79
"Starbucks","14092-114824","Macy's 6th Floor","Company Owned","151 W. 34th Street","New York","NY","US","100012101","212-268-3695","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","20679-207324","87th & Third","Company Owned","1542 Third Avenue","New York","NY","US","10028","212-369-2949","GMT-05:00 America/New_York",-73.95,40.78
"Starbucks","25274-240368","26th between 10th and 11th","Company Owned","525 West 26th St","New York","NY","US","10001","347-387-7428","GMT-05:00 America/New_York",-74,40.75
"Starbucks","19890-198365","57th & Eighth","Company Owned","250 W 57th St","New York","NY","US","10107","212-586-0940","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","14498-121264","88th & Broadway","Company Owned","2394 Broadway","New York","NY","US","100241703","212-595-3404","GMT-05:00 America/New_York",-73.98,40.79
"Starbucks","21506-212805","99th & Broadway","Company Owned","2621 Broadway","New York","NY","US","10025","212-222-3972","GMT-05:00 America/New_York",-73.97,40.8
"Starbucks","7407-1674","92nd & Third","Company Owned","1642 Third Avenue","New York","NY","US","101283618","212-360-0425","GMT-05:00 America/New_York",-73.95,40.78
"Starbucks","18509-188684","63rd & Lexington","Company Owned","822 Lexington Ave","New York","NY","US","10065","212-572-0984","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7622-22334","15th & 3rd","Company Owned","145 Third Avenue","New York","NY","US","100032543","212-677-7248","GMT-05:00 America/New_York",-73.99,40.73
"Starbucks","7769-65280","Macy's 3rd Floor","Company Owned","151 W. 34th Street, Room 900","New York","NY","US","100012101","212 564 7025","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","7497-8627","Broadway and Bond","Company Owned","665 Broadway","New York","NY","US","100122300","917-534-0799","GMT-05:00 America/New_York",-74,40.73
"Starbucks","26286-244212","124th and Broadway","Company Owned","3165 Broadway, 3167","New York","NY","US","10027","9292432549","GMT-05:00 America/New_York",-73.96,40.82
"Starbucks","8130-93577","34th & Park","Company Owned","3 Park Avenue","New York","NY","US","100165902","212-725-9469","GMT-05:00 America/New_York",-73.98,40.75
"Starbucks","7462-233844","45th & 5th","Company Owned","2 West 45th","New York","NY","US","10036","2128690619","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","11738-106177","63rd & Broadway","Company Owned","1889 Broadway","New York","NY","US","100237005","2122451362","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","8965-95114","51st btwn Park & Madison","Company Owned","45 E. 51st Street","New York","NY","US","100225901","212-688-8834","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","9239-162565","52nd Btwn Fifth & Sixth","Company Owned","1290 Sixth Avenue","New York","NY","US","10019","212-977-4861","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","5114-153466","96th & Lexington","Company Owned","1491 Lexington Avenue","New York","NY","US","100297307","212-369-0313","GMT-05:00 America/New_York",-73.95,40.79
"Starbucks","75589-26767","Marriott Marquis - Street Level","Licensed","1535 Broadway","New York","NY","US","100364098","212-398-1900","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","7557-15836","50th & 2nd","Company Owned","943 Second Avenue","New York","NY","US","100227744","212-715-0752","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","28168-250311","46th between 6th and 5th","Company Owned","55 West 46th st, Broadway at 81st","New York","NY","US","10036","646.647.5558","GMT-05:00 America/New_York",-73.98,40.76
"Teavana","28466-250061","Teavana - Broadway at 81st","Company Owned","2261 Broadway","New York","NY","US","10024","212-799-0724","GMT-05:00 America/New_York",-73.98,40.79
"Starbucks","10282-100718","Pearl & Hanover","Company Owned","110 Pearl Street","New York","NY","US","100053510","212-482-6530","GMT-05:00 America/New_York",-74.01,40.7
"Starbucks","7255-694","8th & 16th","Company Owned","124 Eighth Avenue","New York","NY","US","100115108","(212) 462-2020","GMT-05:00 America/New_York",-74,40.74
"Starbucks","17496-180205","42nd & 9th","Company Owned","350 West 42nd Street","New York","NY","US","10036","2122444176","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","831-2028","32nd & 2nd","Company Owned","585 2nd Avenue","New York","NY","US","100164803","212-684-1299","GMT-05:00 America/New_York",-73.98,40.74
"Starbucks","7375-1557","195 Broadway","Company Owned","195 Broadway","New York","NY","US","100073100","212 3851104","GMT-05:00 America/New_York",-74.01,40.71
"Starbucks","7277-986","23rd & Park","Company Owned","304 Park Avenue South","New York","NY","US","100104301","2124759025","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","7682-50401","76th & Second","Company Owned","1449 Second Avenue","New York","NY","US","100212904","212-472-0653","GMT-05:00 America/New_York",-73.96,40.77
"Starbucks","20185-203785","23rd & 1st","Company Owned","400 E 23rd st","New York","NY","US","10010","212-673-4213","GMT-05:00 America/New_York",-73.98,40.74
"Starbucks","19862-191464","UNIQLO @ 53rd & Fifth","Company Owned","666 Fifth Avenue, 2nd floor","New York","NY","US","10103","212-956-2795","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","7394-1505","81st & Columbus","Company Owned","444 Columbus Avenue","New York","NY","US","100245130","212-769-2296","GMT-05:00 America/New_York",-73.97,40.78
"Starbucks","837-95594","2nd Ave. & 9th Street","Company Owned","145 2nd Avenue","New York","NY","US","100035703","212-780-0027","GMT-05:00 America/New_York",-73.99,40.73
"Starbucks","7858-65800","17th & 1st","Company Owned","286 First Avenue, A","New York","NY","US","100091850","212-353-1214","GMT-05:00 America/New_York",-73.98,40.73
"Starbucks","7540-241728","Union Square West","Company Owned","25 Union Square West, 25","New York","NY","US","10003","6463366945","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","1379-145445","Target East River Plaza T-2380","Licensed","517 E 117th St","New York","NY","US","100354409","212-835-0860","GMT-05:00 America/New_York",-73.93,40.8
"Starbucks","7261-784","Greenwich Ave at Bank St","Company Owned","93 Greenwich Avenue","New York","NY","US","100145203","(212) 462-4697","GMT-05:00 America/New_York",-74,40.74
"Starbucks","7215-142646","47th & Broadway","Company Owned","1585 Broadway","New York","NY","US","10036","212-541-7515","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","14442-122904","19th & Park","Company Owned","240 Park Avenue South","New York","NY","US","100031414","212-375-1415","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","821-2019","66th & Third","Company Owned","1128 Third Avenue","New York","NY","US","100656606","212-472-6535","GMT-05:00 America/New_York",-73.96,40.77
"Starbucks","2784-91104","53rd & Sixth (NE Corner)","Company Owned","1330 6th Ave.","New York","NY","US","10019","212-969-9066","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","10841-103109","55th & Lex","Company Owned","655 Lexington Avenue","New York","NY","US","100224502","212-308-5717","GMT-05:00 America/New_York",-73.97,40.76
"Starbucks","7465-6649","59th & Columbus","Company Owned","2 Columbus Avenue","New York","NY","US","100236924","2124896757","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","11764-106301","Empire State Building","Company Owned","350 Fifth Avenue","New York","NY","US","101180110","212-268-5471","GMT-05:00 America/New_York",-73.99,40.75
"Starbucks","15685-158204","69th & First","Company Owned","1281 First Avenue","New York","NY","US","100215583","212-472-1312","GMT-05:00 America/New_York",-73.96,40.77
"Starbucks","14241-118145","NHL store @ 47th & Sixth","Company Owned","1185 Avenue of the Americas","New York","NY","US","100362601","212-730-7645","GMT-05:00 America/New_York",-73.98,40.76
